序号,代码,名称,最新价,涨跌额,涨跌幅,今开,最高,最低,昨收,成交量,成交额
2719,01617,南方通信,0.115,-0.008,-6.5,0.118,0.118,0.115,0.123,2352000.0,274300.0
2720,01380,中国金石,0.158,-0.011,-6.51,0.168,0.168,0.158,0.169,1710000.0,275970.0
2721,03800,协鑫科技,1.29,-0.09,-6.52,1.44,1.46,1.28,1.38,1449635120.0,1947662448.0
2722,00309,新华通讯频媒,0.043,-0.003,-6.52,0.045,0.045,0.043,0.046,100000.0,4316.0
2723,80020,商汤-WR,2.14,-0.15,-6.55,2.24,2.25,2.14,2.29,933000.0,2024400.0
2724,06696,多想云,0.57,-0.04,-6.56,0.59,0.59,0.55,0.61,1347000.0,764950.0
2725,09991,宝尊电商-W,8.41,-0.59,-6.56,8.68,8.75,8.41,9.0,49300.0,427051.0
2726,08017,捷利交易宝,1.7,-0.12,-6.59,1.8,1.87,1.7,1.82,6936000.0,12116320.0
2727,02878,晶门半导体,0.495,-0.035,-6.6,0.53,0.53,0.49,0.53,11368000.0,5722770.0
2728,01468,京基金融国际,0.183,-0.013,-6.63,0.192,0.194,0.179,0.196,8650000.0,1606590.0
2729,00256,冠城钟表珠宝,0.183,-0.013,-6.63,0.195,0.196,0.18,0.196,8454000.0,1586812.0
2730,02391,涂鸦智能-W,17.24,-1.23,-6.66,18.32,18.32,17.24,18.47,164200.0,2893678.0
2731,00287,永发置业,4.2,-0.3,-6.67,4.2,4.2,4.2,4.5,2000.0,8400.0
2732,00120,COSMOPOL INT'L,0.098,-0.007,-6.67,0.108,0.109,0.098,0.105,1601400.0,160903.0
2733,06883,颖通控股,2.1,-0.15,-6.67,2.25,2.29,2.1,2.25,5225000.0,11301920.0
2734,08431,浩柏国际,0.28,-0.02,-6.67,0.315,0.315,0.275,0.3,640000.0,184100.0
2735,01620,富盈环球集团,0.112,-0.008,-6.67,0.121,0.121,0.112,0.12,170000.0,19680.0
2736,01760,英恒科技,1.54,-0.11,-6.67,1.61,1.62,1.53,1.65,3982000.0,6205025.0
2737,00571,丰德丽控股,0.056,-0.004,-6.67,0.058,0.059,0.056,0.06,330000.0,18960.0
2738,09985,卫龙美味,12.22,-0.88,-6.72,13.27,13.27,12.21,13.1,3995264.0,50102475.0
2739,06831,绿茶集团,6.39,-0.46,-6.72,6.75,6.87,6.33,6.85,1169200.0,7663872.0
2740,02080,奥克斯国际,0.485,-0.035,-6.73,0.52,0.52,0.485,0.52,48000.0,24890.0
2741,00150,HYPEBEAST,0.166,-0.012,-6.74,0.175,0.175,0.164,0.178,813200.0,137690.0
2742,00148,建滔集团,26.28,-1.9,-6.74,28.36,28.38,26.04,28.18,5804300.0,155216092.0
2743,02025,瑞丰动力,9.4,-0.68,-6.75,10.07,10.07,9.3,10.08,258000.0,2503820.0
2744,01627,安保工程控股,0.69,-0.05,-6.76,0.73,0.73,0.67,0.74,4684000.0,3211120.0
2745,07766,南方两倍做多特斯拉,154.6,-11.25,-6.78,161.1,161.1,152.9,165.85,34110.0,5327874.0
2746,02453,美中嘉和,2.61,-0.19,-6.79,2.78,2.82,2.61,2.8,758200.0,2039442.0
2747,00968,信义光能,3.43,-0.25,-6.79,3.72,3.79,3.4,3.68,253839107.0,885957616.0
2748,02525,禾赛-W,169.2,-12.4,-6.83,178.7,178.7,168.3,181.6,810800.0,139115241.0
2749,09663,国鸿氢能,5.02,-0.37,-6.86,5.4,5.41,4.7,5.39,313000.0,1573275.0
2750,02465,龙蟠科技,10.7,-0.79,-6.88,11.64,11.86,10.6,11.49,7750500.0,86739390.0
2751,02342,京信通信,2.84,-0.21,-6.89,3.03,3.03,2.83,3.05,16604763.0,47772529.0
2752,06169,宇华教育,0.54,-0.04,-6.9,0.57,0.58,0.53,0.58,15506000.0,8530252.0
2753,00827,玖源集团,0.027,-0.002,-6.9,0.028,0.028,0.027,0.029,1788000.0,49172.0
2754,01776,广发证券,19.51,-1.45,-6.92,20.96,21.08,19.39,20.96,16218364.0,323910608.0
2755,01347,华虹半导体,75.8,-5.65,-6.94,81.2,83.05,75.05,81.45,67104344.0,5227260928.0
2756,03134,南方太阳能,4.988,-0.372,-6.94,5.205,5.205,4.986,5.36,21500.0,107794.0
2757,01900,中国智能交通,0.335,-0.025,-6.94,0.365,0.365,0.335,0.36,1720000.0,593680.0
2758,01873,维亚生物,2.41,-0.18,-6.95,2.57,2.58,2.4,2.59,10165500.0,25139681.0
2759,01244,思路迪医药股份,6.14,-0.46,-6.97,6.62,6.62,6.01,6.6,756500.0,4725455.0
2760,09939,开拓药业-B,2.0,-0.15,-6.98,2.15,2.15,2.0,2.15,2273500.0,4701705.0
2761,02239,国微控股,0.8,-0.06,-6.98,0.86,0.9,0.78,0.86,146000.0,121290.0
2762,01119,创梦天地,1.2,-0.09,-6.98,1.35,1.35,1.19,1.29,56882800.0,71982024.0
2763,01003,欢喜传媒,0.4,-0.03,-6.98,0.45,0.48,0.395,0.43,31560000.0,13526300.0
2764,02950,创业集团控股,0.93,-0.07,-7.0,1.0,1.0,0.85,1.0,471200.0,435696.0
2765,08080,北亚策略,0.465,-0.035,-7.0,0.45,0.465,0.435,0.5,590400.0,258404.0
2766,01672,歌礼制药-B,9.09,-0.69,-7.06,9.91,9.91,9.0,9.78,3455524.0,31978884.0
2767,08540,胜利证券,4.21,-0.32,-7.06,4.56,4.56,4.21,4.53,144000.0,641960.0
2768,00111,信达国际控股,0.395,-0.03,-7.06,0.41,0.41,0.39,0.425,958000.0,383530.0
2769,00929,国际精密,0.79,-0.06,-7.06,0.83,0.83,0.78,0.85,1565000.0,1251900.0
2770,09766,南方两倍做多特斯拉-U,19.83,-1.51,-7.08,20.48,20.48,19.81,21.34,8210.0,164140.0
2771,01799,新特能源,7.61,-0.58,-7.08,8.38,8.38,7.58,8.19,4906900.0,38139004.0
2772,00613,梧桐国际,1.97,-0.15,-7.08,2.19,2.19,1.9,2.12,844000.0,1694220.0
2773,01860,汇量科技,15.8,-1.21,-7.11,17.01,17.06,15.68,17.01,17208400.0,277485968.0
2774,01336,新华保险,49.02,-3.78,-7.16,52.75,53.1,48.5,52.8,28522897.0,1429405968.0
2775,03626,HSSP INTL,9.19,-0.71,-7.17,9.61,10.2,9.19,9.9,110000.0,1075640.0
2776,08356,进业控股,0.45,-0.035,-7.22,0.45,0.49,0.45,0.485,80000.0,36080.0
2777,01148,新晨动力,0.32,-0.025,-7.25,0.345,0.345,0.315,0.345,2803000.0,912275.0
2778,00690,联康生物科技集团,0.128,-0.01,-7.25,0.136,0.138,0.126,0.138,6840000.0,895380.0
2779,02631,天岳先进,49.76,-3.89,-7.25,54.35,53.65,49.72,53.65,2248840.0,114483928.0
2780,01689,华禧控股,0.445,-0.035,-7.29,0.47,0.49,0.425,0.48,296000.0,137820.0
2781,01911,华兴资本控股,6.33,-0.5,-7.32,6.8,6.83,6.3,6.83,2042500.0,13218982.0
2782,02138,医思健康,0.63,-0.05,-7.35,0.67,0.67,0.63,0.68,563000.0,364630.0
2783,01636,中国金属利用,0.88,-0.07,-7.37,0.95,0.95,0.88,0.95,180000.0,162440.0
2784,09959,联易融科技-W,2.89,-0.23,-7.37,3.12,3.14,2.85,3.12,12971000.0,38442373.0
2785,02656,健康160,38.82,-3.1,-7.4,41.92,42.38,38.74,41.92,1134250.0,45209335.0
2786,03700,映宇宙,1.0,-0.08,-7.41,1.08,1.08,1.0,1.08,3583566.0,3676044.0
2787,09885,药师帮,10.5,-0.84,-7.41,11.4,11.49,10.43,11.34,10170600.0,109309797.0
2788,01628,禹洲集团(新),0.187,-0.015,-7.43,0.201,0.201,0.187,0.202,4855514.0,939403.0
2789,00821,汇盈控股,0.435,-0.035,-7.45,0.475,0.475,0.435,0.47,328000.0,145400.0
2790,08300,今米房集团,0.124,-0.01,-7.46,0.134,0.148,0.115,0.134,2580000.0,318260.0
2791,00063,中亚烯谷集团,0.062,-0.005,-7.46,0.063,0.063,0.062,0.067,216000.0,13482.0
2792,00183,宏辉集团,0.173,-0.014,-7.49,0.173,0.173,0.173,0.187,30400.0,5216.0
2793,00451,协鑫新能源,0.74,-0.06,-7.5,0.78,0.8,0.73,0.8,12317278.0,9407388.0
2794,01762,万咖壹联,0.86,-0.07,-7.53,0.93,0.93,0.85,0.93,13587000.0,11979460.0
2795,08395,中显智能齐家控股,0.208,-0.017,-7.56,0.209,0.209,0.208,0.225,80000.0,16660.0
2796,02001,新高教集团,1.22,-0.1,-7.58,1.3,1.3,1.2,1.32,11152459.0,13684864.0
2797,00181,闽港控股,0.109,-0.009,-7.63,0.101,0.109,0.1,0.118,320000.0,32560.0
2798,08173,客思控股,0.145,-0.012,-7.64,0.145,0.145,0.145,0.157,25198.0,3643.0
2799,06681,脑动极光-B,8.22,-0.68,-7.64,9.1,9.65,8.06,8.9,86107000.0,770007760.0
2800,03171,A三星区块链,50.28,-4.16,-7.64,54.18,54.18,50.28,54.44,18400.0,940832.0
2801,00376,云锋金融,4.94,-0.41,-7.66,5.3,5.31,4.94,5.35,39082942.0,198007382.0
2802,02597,讯众通信,17.4,-1.45,-7.69,18.41,18.6,17.4,18.85,8500.0,154370.0
2803,01862,景瑞控股,0.012,-0.001,-7.69,0.012,0.013,0.011,0.013,8126000.0,97722.0
2804,00491,英皇文化产业,0.036,-0.003,-7.69,0.037,0.038,0.036,0.039,2860015.0,106620.0
2805,01938,珠江钢管,0.36,-0.03,-7.69,0.39,0.39,0.36,0.39,1706000.0,634485.0
2806,00243,QPL INT'L,0.42,-0.035,-7.69,0.45,0.45,0.42,0.455,171416.0,74152.0
2807,01085,亨鑫科技,1.67,-0.14,-7.73,1.85,1.85,1.66,1.81,152000.0,260940.0
2808,00259,亿都(国际控股),4.29,-0.36,-7.74,4.52,4.54,4.22,4.65,1451000.0,6386380.0
2809,00355,世纪城市国际,0.107,-0.009,-7.76,0.116,0.12,0.106,0.116,4752000.0,537272.0
2810,08083,有赞,0.178,-0.015,-7.77,0.191,0.191,0.177,0.193,192160000.0,34985496.0
2811,00661,中国大冶有色金属,0.083,-0.007,-7.78,0.092,0.094,0.082,0.09,118214000.0,10460418.0
2812,07234,博时两倍做多中国创业板,6.575,-0.555,-7.78,7.135,7.135,6.525,7.13,2644600.0,17943554.0
2813,01274,知行科技,6.62,-0.56,-7.8,7.17,7.17,6.62,7.18,1187087.0,8159216.0
2814,01884,EPRINT集团,0.118,-0.01,-7.81,0.116,0.127,0.116,0.128,520000.0,60736.0
2815,02582,国富氢能,52.5,-4.45,-7.81,56.95,56.95,52.0,56.95,740160.0,39822756.0
2816,02312,中国金融租赁,1.53,-0.13,-7.83,1.67,1.69,1.51,1.66,7180000.0,11358200.0
2817,00650,普达特科技,0.235,-0.02,-7.84,0.25,0.25,0.23,0.255,1698000.0,408936.0
2818,00166,新时代集团控股,0.047,-0.004,-7.84,0.052,0.052,0.046,0.051,840000.0,40770.0
2819,09660,地平线机器人-W,8.07,-0.69,-7.88,8.8,8.8,8.03,8.76,285928080.0,2348621136.0
2820,01815,珠峰黄金,2.1,-0.18,-7.89,2.28,2.38,1.94,2.28,30674266.0,64032553.0
2821,02177,优趣汇控股,2.68,-0.23,-7.9,2.57,2.88,2.57,2.91,38000.0,104718.0
2822,08239,首都金融控股,9.45,-0.82,-7.98,9.9,9.9,9.45,10.27,927100.0,8887971.0
2823,06888,英达公路再生科技,0.15,-0.013,-7.98,0.151,0.151,0.15,0.163,349000.0,52386.0
2824,03677,正力新能,10.96,-0.96,-8.05,11.9,11.9,10.81,11.92,6297000.0,69621798.0
2825,02297,润迈德-B,0.285,-0.025,-8.06,0.3,0.3,0.285,0.31,1625000.0,478450.0
2826,01682,杭品生活科技,0.194,-0.017,-8.06,0.2,0.208,0.194,0.211,268000.0,53036.0
2827,00285,比亚迪电子,37.74,-3.34,-8.13,41.2,41.22,37.36,41.08,40031315.0,1540470000.0
2828,03931,中创新航,29.14,-2.58,-8.13,31.78,32.04,28.84,31.72,9426964.0,280078752.0
2829,00863,OSL集团,14.98,-1.33,-8.15,16.21,16.31,14.78,16.31,3808063.0,57740897.0
2830,01750,全达电器集团控股,0.045,-0.004,-8.16,0.047,0.048,0.045,0.049,2070000.0,95090.0
2831,00913,港湾数字,0.28,-0.025,-8.2,0.29,0.29,0.27,0.305,20000.0,5600.0
2832,00936,佳兆业资本,0.445,-0.04,-8.25,0.46,0.46,0.42,0.485,490000.0,215350.0
2833,03833,新疆新鑫矿业,2.67,-0.24,-8.25,2.98,2.99,2.66,2.91,12683200.0,35277710.0
2834,00167,IDT INT'L,2.0,-0.18,-8.26,2.27,2.3,2.0,2.18,288000.0,602766.0
2835,03366,华侨城(亚洲),0.2,-0.018,-8.26,0.21,0.214,0.2,0.218,484000.0,98094.0
2836,02329,国瑞健康,0.144,-0.013,-8.28,0.155,0.156,0.144,0.157,980000.0,147162.0
2837,01939,上善黄金,9.15,-0.83,-8.32,9.9,10.0,9.0,9.98,1984000.0,18708280.0
2838,06828,北京燃气蓝天,0.044,-0.004,-8.33,0.046,0.046,0.042,0.048,22176000.0,972000.0
2839,00434,博雅互动,5.72,-0.52,-8.33,6.22,6.22,5.71,6.24,12955649.0,76262407.0
2840,01549,永丰集团控股,0.11,-0.01,-8.33,0.115,0.116,0.108,0.12,1408000.0,159096.0
2841,02440,迷策略,2.52,-0.23,-8.36,2.66,2.71,2.5,2.75,1240000.0,3184190.0
2842,01527,天洁环境,1.96,-0.18,-8.41,2.0,2.12,1.94,2.14,112600.0,227272.0
2843,01780,荣尊国际控股,1.63,-0.15,-8.43,1.72,1.73,1.6,1.78,95000.0,158675.0
2844,01855,中庆股份,3.14,-0.29,-8.45,3.43,3.84,3.06,3.43,111026000.0,390082048.0
2845,01202,四威科技,0.86,-0.08,-8.51,0.96,0.96,0.86,0.94,10000.0,9220.0
2846,02280,慧聪集团,0.247,-0.023,-8.52,0.27,0.27,0.244,0.27,2931500.0,731984.0
2847,02722,重庆机电,1.71,-0.16,-8.56,1.86,1.86,1.7,1.87,42700000.0,74759419.0
2848,08076,新利软件,0.032,-0.003,-8.57,0.035,0.035,0.031,0.035,675000.0,21655.0
2849,06113,比特策略,3.72,-0.35,-8.6,4.02,4.07,3.63,4.07,540000.0,2069200.0
2850,07226,南方两倍做多恒生科技,5.735,-0.545,-8.68,6.27,6.27,5.7,6.28,423412304.0,2499140656.0
2851,01715,智慧健康科技,0.315,-0.03,-8.7,0.345,0.345,0.31,0.345,200000.0,65050.0
2852,01416,CTR HOLDINGS,0.146,-0.014,-8.75,0.15,0.15,0.146,0.16,1860000.0,276850.0
2853,08267,蓝港互动,0.52,-0.05,-8.77,0.58,0.58,0.52,0.57,2289500.0,1231270.0
2854,01591,汛和集团,0.155,-0.015,-8.82,0.166,0.166,0.143,0.17,1276000.0,198552.0
2855,00657,环科国际,0.031,-0.003,-8.82,0.03,0.031,0.03,0.034,176000.0,5418.0
2856,02159,麦迪卫康,1.24,-0.12,-8.82,1.28,1.29,1.24,1.36,152000.0,190320.0
2857,02369,酷派集团,1.13,-0.11,-8.87,1.26,1.26,1.1,1.24,2855637.0,3306140.0
2858,00596,浪潮数字企业,7.6,-0.74,-8.87,8.3,8.3,7.54,8.34,8132881.0,63037785.0
2859,02186,绿叶制药,3.27,-0.32,-8.91,3.58,3.62,3.26,3.59,51885500.0,174615787.0
2860,00767,中基长寿科学,0.51,-0.05,-8.93,0.56,0.56,0.5,0.56,410163.0,215091.0
2861,01541,宜明昂科-B,10.45,-1.03,-8.97,11.48,11.56,10.3,11.48,4738400.0,50854616.0
2862,08450,钜京控股,0.101,-0.01,-9.01,0.107,0.107,0.1,0.111,500000.0,51200.0
2863,08081,恒泰裕集团,0.02,-0.002,-9.09,0.022,0.022,0.019,0.022,10782640.0,209348.0
2864,00419,弘毅文化集团,0.05,-0.005,-9.09,0.055,0.055,0.049,0.055,9738750.0,494546.0
2865,02113,世纪集团国际,0.08,-0.008,-9.09,0.088,0.088,0.08,0.088,0.0,
2866,00399,星太链集团,0.3,-0.03,-9.09,0.325,0.325,0.3,0.33,12141396.0,3747918.0
2867,08213,荣晖控股,0.3,-0.03,-9.09,0.275,0.34,0.25,0.33,200000.0,56850.0
2868,01611,新火科技控股,4.38,-0.44,-9.13,4.76,4.76,4.23,4.82,5543819.0,24382050.0
2869,08349,硅鑫集团,1.99,-0.2,-9.13,2.2,2.2,1.82,2.19,8362000.0,16292480.0
2870,00924,坤集团,0.168,-0.017,-9.19,0.15,0.185,0.15,0.185,320000.0,53792.0
2871,01478,丘钛科技,13.59,-1.38,-9.22,15.15,15.15,13.43,14.97,8285000.0,113819686.0
2872,01703,维力生活科技,0.059,-0.006,-9.23,0.058,0.061,0.057,0.065,3320000.0,194650.0
2873,00818,高阳科技,0.59,-0.06,-9.23,0.67,0.67,0.59,0.65,9648000.0,5986770.0
2874,08246,中华燃气,0.088,-0.009,-9.28,0.104,0.104,0.088,0.097,1184000.0,107552.0
2875,02208,金风科技,12.98,-1.33,-9.29,14.1,14.38,12.8,14.31,45104872.0,594935344.0
2876,00611,中国核能科技,0.58,-0.06,-9.38,0.64,0.64,0.58,0.64,11342000.0,6882960.0
2877,09858,优然牧业,2.98,-0.31,-9.42,3.27,3.3,2.95,3.29,32204000.0,99295944.0
2878,02486,普乐师集团控股,9.77,-1.02,-9.45,10.78,10.89,9.68,10.79,670200.0,6808100.0
2879,00332,元亨燃气,0.019,-0.002,-9.52,0.02,0.021,0.018,0.021,15108000.0,286084.0
2880,00574,百信国际,0.057,-0.006,-9.52,0.055,0.062,0.055,0.063,5474000.0,312474.0
2881,02889,博泰车联,170.0,-18.0,-9.57,188.0,188.0,161.6,188.0,95180.0,16350532.0
2882,02432,越疆,48.12,-5.13,-9.63,53.25,53.5,47.02,53.25,4321691.0,214991971.0
2883,02577,英诺赛科,72.05,-7.75,-9.71,79.8,79.8,71.0,79.8,6212500.0,460302464.0
2884,02567,七牛智能,0.93,-0.1,-9.71,1.03,1.03,0.91,1.03,6257000.0,5982290.0
2885,01888,建滔积层板,12.35,-1.33,-9.72,13.67,13.67,12.2,13.68,53670000.0,671883600.0
2886,06869,长飞光纤光缆,36.68,-3.96,-9.74,42.5,42.5,36.3,40.64,36917472.0,1414766256.0
2887,01133,哈尔滨电气,11.35,-1.23,-9.78,12.57,12.57,11.16,12.58,15111952.0,175209422.0
2888,06996,德琪医药-B,4.87,-0.53,-9.81,5.42,5.42,4.77,5.4,4852904.0,24211462.0
2889,08281,中国金典集团,0.119,-0.013,-9.85,0.12,0.12,0.119,0.132,32000.0,3824.0
2890,09956,安能物流,9.14,-1.0,-9.86,10.33,10.33,7.5,10.14,33583166.0,293527952.0
2891,08645,比特元宇宙,0.64,-0.07,-9.86,0.68,0.7,0.62,0.71,276000.0,184320.0
2892,01722,建鹏控股,0.091,-0.01,-9.9,0.1,0.1,0.09,0.101,930000.0,86630.0
2893,06899,联众,0.315,-0.035,-10.0,0.33,0.33,0.3,0.35,2357000.0,722590.0
2894,01943,金石控股集团,0.8,-0.09,-10.11,0.84,0.84,0.75,0.89,3965000.0,3166200.0
2895,02203,脑洞科技,0.213,-0.024,-10.13,0.237,0.237,0.21,0.237,2920000.0,636030.0
2896,08112,基石金融,0.124,-0.014,-10.14,0.127,0.127,0.124,0.138,70200.0,8665.0
2897,02227,守益控股,0.114,-0.013,-10.24,0.109,0.119,0.109,0.127,696000.0,78308.0
2898,08493,龙皇集团,0.035,-0.004,-10.26,0.037,0.037,0.033,0.039,1656000.0,58764.0
2899,06088,鸿腾精密,5.46,-0.63,-10.34,6.09,6.09,5.45,6.09,102598000.0,572299312.0
2900,00510,时富金融服务集团,0.6,-0.07,-10.45,0.65,0.65,0.6,0.67,381616.0,238209.0
2901,03822,三和建筑集团,0.85,-0.1,-10.53,0.85,0.85,0.85,0.95,7000.0,5740.0
2902,00162,世纪金花,0.042,-0.005,-10.64,0.045,0.045,0.042,0.047,24000.0,1050.0
2903,08121,国恩控股,0.75,-0.09,-10.71,0.8,0.8,0.69,0.84,125600.0,91988.0
2904,08232,CLASSIFIED GP,3.3,-0.4,-10.81,3.56,3.6,3.26,3.7,470000.0,1601550.0
2905,08095,北大青鸟环宇,1.07,-0.13,-10.83,1.2,1.21,1.02,1.2,24719303.0,26728279.0
2906,00629,悦达国际控股,0.285,-0.035,-10.94,0.29,0.29,0.285,0.32,26000.0,7490.0
2907,08028,天时资源,0.4,-0.05,-11.11,0.445,0.445,0.4,0.45,703000.0,304790.0
2908,01164,中广核矿业,3.42,-0.43,-11.17,3.76,3.8,3.34,3.85,194617022.0,676420400.0
2909,02670,云迹,107.0,-13.5,-11.2,124.8,124.8,104.0,120.5,636680.0,70420079.0
2910,01354,经发物业,4.51,-0.57,-11.22,4.9,4.9,4.3,5.08,66900.0,300468.0
2911,02533,黑芝麻智能,19.86,-2.52,-11.26,22.46,22.6,19.8,22.38,23436300.0,489227632.0
2912,08247,中生北控生物科技,0.77,-0.1,-11.49,0.74,0.77,0.74,0.87,8000.0,5920.0
2913,01420,川控股,0.177,-0.023,-11.5,0.182,0.182,0.177,0.2,56000.0,10064.0
2914,06978,永泰生物-B,3.28,-0.43,-11.59,3.71,3.71,3.04,3.71,4153000.0,13685230.0
2915,01239,TEAMWAY INTL GP,0.265,-0.035,-11.67,0.295,0.295,0.265,0.3,180000.0,49100.0
2916,00899,中加国信,0.234,-0.031,-11.7,0.26,0.26,0.234,0.265,290100.0,68903.0
2917,00075,渝太地产,0.143,-0.019,-11.73,0.168,0.168,0.143,0.162,12933.0,2094.0
2918,03919,金力集团,1.12,-0.15,-11.81,1.09,1.13,1.09,1.27,40750.0,45457.0
2919,00080,中国新经济投资,0.485,-0.065,-11.82,0.54,0.56,0.48,0.55,24906000.0,12609030.0
2920,02245,力勤资源,22.04,-2.96,-11.84,25.0,25.0,21.8,25.0,10385600.0,237937617.0
2921,08168,宝积资本,0.065,-0.009,-12.16,0.074,0.074,0.063,0.074,1680000.0,115200.0
2922,09711,南方两倍做多Coinbase-U,18.58,-2.58,-12.19,18.58,18.58,18.58,21.16,0.0,
2923,08079,仍志集团控股,0.5,-0.07,-12.28,0.53,0.53,0.5,0.57,135000.0,68150.0
2924,08402,高原之宝,0.121,-0.017,-12.32,0.137,0.137,0.118,0.138,610000.0,74645.0
2925,01047,毅兴行,0.32,-0.045,-12.33,0.32,0.32,0.32,0.365,12000.0,3840.0
2926,01421,恒昌集团国际,0.39,-0.055,-12.36,0.445,0.445,0.39,0.445,265000.0,104900.0
2927,02132,誉燊丰控股,0.163,-0.023,-12.37,0.207,0.208,0.158,0.186,1560000.0,259336.0
2928,00763,中兴通讯,37.5,-5.52,-12.83,42.86,43.0,36.96,43.02,92858278.0,3596274640.0
2929,07711,南方两倍做多Coinbase,143.0,-21.4,-13.02,162.7,162.7,142.65,164.4,12700.0,1881634.0
2930,01729,汇聚科技,12.95,-1.94,-13.03,14.6,14.83,12.81,14.89,18064692.0,240531219.0
2931,01711,欧化,0.172,-0.026,-13.13,0.182,0.204,0.17,0.198,2550000.0,454340.0
2932,00641,中国恒天立信国际,0.26,-0.04,-13.33,0.28,0.295,0.26,0.3,1204000.0,320820.0
2933,00565,锦艺集团控股,1.66,-0.26,-13.54,1.92,1.92,1.59,1.92,12610000.0,21323050.0
2934,03302,精技集团,0.35,-0.055,-13.58,0.405,0.435,0.35,0.405,3324000.0,1292060.0
2935,00370,港仔机器人,0.95,-0.15,-13.64,1.07,1.08,0.92,1.1,11357000.0,11318070.0
2936,02302,中核国际,5.99,-0.98,-14.06,6.96,6.96,5.9,6.97,8161000.0,50149650.0
2937,02625,江苏宏信,3.5,-0.58,-14.22,3.95,4.09,3.38,4.08,1795000.0,6620930.0
2938,02569,舒宝国际,0.9,-0.15,-14.29,1.05,1.05,0.88,1.05,3675000.0,3447800.0
2939,08071,中彩网通控股,0.018,-0.003,-14.29,0.02,0.021,0.018,0.021,11895000.0,235450.0
2940,02503,中深建业,0.64,-0.11,-14.67,0.74,0.77,0.64,0.75,18676000.0,13105680.0
2941,06885,金马能源,1.14,-0.2,-14.93,1.28,1.28,1.14,1.34,1455000.0,1766770.0
2942,09963,高科桥,0.355,-0.065,-15.48,0.36,0.37,0.35,0.42,156000.0,55780.0
2943,01371,中国生态旅游,0.3,-0.055,-15.49,0.33,0.345,0.295,0.355,1020200.0,312610.0
2944,01271,佳明集团控股,0.86,-0.16,-15.69,1.02,1.02,0.85,1.02,49000.0,42290.0
2945,00471,中播数据,0.59,-0.11,-15.71,0.7,0.71,0.5,0.7,11987372.0,6941947.0
2946,09799,南方两倍做多MSTR-U,5.09,-0.95,-15.73,5.09,5.09,5.09,6.04,0.0,
2947,07799,南方两倍做多MSTR,39.28,-7.62,-16.25,46.88,46.88,38.98,46.9,43290.0,1808954.0
2948,01629,冠均国际控股,0.146,-0.032,-17.98,0.162,0.171,0.146,0.178,532000.0,81412.0
2949,08227,海天天线,0.142,-0.046,-24.47,0.2,0.2,0.142,0.188,1197000.0,180961.0
2950,01355,朸浚国际,0.15,-0.052,-25.74,0.182,0.189,0.149,0.202,2060000.0,323360.0
2951,08238,惠陶集团,0.31,-0.18,-36.73,0.49,0.5,0.28,0.49,8860800.0,3066448.0
2952,89015,国债四零零四-R,,,,,,,,,
2953,89014,PRC B3004-R,,,,,,,,,
2954,89013,PRC B2804-R,,,,,,,,,
2955,89012,国债五五零二-R,,,,,,,,,
2956,89011,国债三五零二-R,,,,,,,,,
2957,89010,国债三零零二-R,,,,,,,,,
2958,89009,国债二八零二-R,,,,,,,,,
2959,89008,国债二七零二-R,,,,,,,,,
2960,89007,国债三四零三-R,,,,,,,,,
2961,89006,国债二九零三-R,,,,,,,,,
2962,89005,国债二七零三-R,,,,,,,,,
2963,89004,国债二六零三-R,,,,,,,,,
2964,89003,国债二八零八-R,,,,,,,,,
2965,89002,国债三三零六-R,,,,,,,,,
2966,89001,国债二六零六-R,,,,,,,,,
2967,86664,国债三二零八-R,,,,,,,,,
2968,86663,国债二七零六BR,,,,,,,,,
2969,86660,国债二六零九-R,,,,,,,,,
2970,86652,国债二七十二-R,,,,,,,,,
2971,86646,国债四六十二-R,,,,,,,,,
2972,86645,国债三一十二-R,,,,,,,,,
2973,86644,国债二六十二-R,,,,,,,,,
2974,86641,国债三六零七-R,,,,,,,,,
2975,86640,国债二六零七-R,,,,,,,,,
2976,86635,国债三五十一-R,,,,,,,,,
2977,86634,国债二五十一-R,,,,,,,,,
2978,86631,国债四五零五-R,,,,,,,,,
2979,86630,国债三零零五-R,,,,,,,,,
2980,86621,国债三四零五-R,,,,,,,,,
2981,86620,国债二九零五-R,,,,,,,,,
2982,86612,国债四三零六-R,,,,,,,,,
2983,86611,国债二八零六-R,,,,,,,,,
2984,86605,国债二七零六-R,,,,,,,,,
2985,86022,HKGB GR 2611-R,,,,,,,,,
2986,86019,SZ GOVT B2610-R,,,,,,,,,
2987,86002,BOCL N2604B-R,,,,,,,,,
2988,85934,CDB N2811-R,,,,,,,,,
2989,85905,CDB B3208-R,,,,,,,,,
2990,85904,CDB B2701-R,,,,,,,,,
2991,85723,CHARMLI N2512-R,,,,,,,,,
2992,85076,CMBC N2809-R,,,,,,,,,
2993,85075,SZ GOVT B3509-R,,,,,,,,,
2994,85074,SZ GOVT B3009-R,,,,,,,,,
2995,85073,SZ GOVT B2709-R,,,,,,,,,
2996,85072,CH BANK NCSCS-R,,,,,,,,,
2997,85071,TENCENT N5509-R,,,,,,,,,
2998,85070,TENCENT N3509-R,,,,,,,,400000.0,
2999,85069,TENCENT N3009-R,,,,,,,,,
3000,85068,PIONREW N2809-R,,,,,,,,,
3001,85067,HN GOVT B3509-R,,,,,,,,,
3002,85066,HN GOVT B3009-R,,,,,,,,,
3003,85065,HNGOVT B2809B-R,,,,,,,,,
